titulo,empresa,enlace,ubicacion,modalidad,tipo_empleo,tecnologias,fecha,descripcion
.net Developer,Randstad ES,https://www.tecnoempleo.com/net-developer-randstad-es/net-c-sql/rf-124318271255c390054d,12/05/2025,Actualizada,Madrid,".net, C#, SQL",Actualizada,"¿Eres un apasionad@ del desarrollo de software y te interesa seguir
 desarrollando tu carrera como desarrollador/a .NET en proyectos estables?

nuestro cliente
 
....netC#SQL"
Analista Programador Node.js,Aubay,https://www.tecnoempleo.com/analista-programador-nodejs-aubay/node-terraform-aws/rf-b07718cf426c03f76a4a,12/05/2025,Actualizada,Barcelona,"node, Terraform, AWS",Actualizada,"Funciones
 
Funciones del puesto:
- Diseñar, desarrollar y mantener servicios backend en Node.js.
- Gestionar infraestructura como código (Terraform).
- Diseñar y ...nodeTerraformAWS"
Python/AWS Developer,Plexus,https://www.tecnoempleo.com/python-aws-developer-plexus/python-aws/rf-d614168f322793b4654e,12/05/2025,Actualizada,100% remoto,"Python, AWS",Actualizada,"Join Plexus Tech. We are looking for an experienced Python/AWS Developer with at least 3/4 years of experience to join a major and stable project in the insurance sector.
 
...PythonAWS"
Senior Software Engineer,Datadog,https://www.tecnoempleo.com/senior-software-engineer-datadog/go-python/rf-4b4113f452596349fd49,12/05/2025,Actualizada,Madrid,"Go, Python",Actualizada,"The Core Observability team influences reliability engineering practices at Datadog through an efficient use of observability.

The Core Observability team is part of the ...GoPython"
Junior Quality Assurance Analyst,FX Digital Spain,https://www.tecnoempleo.com/junior-quality-assurance-analyst-fx-digital-spain/gherkin-javascript-types/rf-61c31f70a2c053e88746,12/05/2025,Actualizada,Barcelona,"Gherkin, Javascript, Typescript",Actualizada,"A Software QA Analyst at FX Digital has a passion for ensuring quality in all facets of your profession. You will report to the QA manager, who will be able to offer guidance ...GherkinJavascriptTypescript"
Programador/a Microsoft Dynamics NAV,"ELABORADOS DIETÉTICOS, S.A.U.",https://www.tecnoempleo.com/programador-microsoft-dynamics-nav-eladiet/dynamics-nav-business-central/rf-96941374729a930f9047,12/05/2025,Actualizada,Barcelona,"Dynamics NAV, Business Central",Actualizada,"¿Te gustaría ser la persona que optimice procesos, resuelva retos y forme a un equipo para sacar el máximo partido a una solución ERP?, ¿Buscas un entorno donde puedas ...Dynamics NAVBusiness Central"
SQL C# .NET Developer,Pepper Advantage,https://www.tecnoempleo.com/sql-c-net-developer-pepper-advantage/sql-net-c-netcore-jenkins-azure/rf-2358189f320663c83f4f,12/05/2025,Actualizada,Madrid,"SQL, .NET, C#",Actualizada,"The Developer will be a member of the IT Solution Delivery team, working remotely from Spain with the Dublin office, and will be responsible for the development of ...SQL.NETC#"
Desarrollador/a Frontend Angular,Serem,https://www.tecnoempleo.com/desarrollador-frontend-angular-serem/angular-javascript/rf-971012d902be73fdb14c,12/05/2025,Actualizada,100% remoto,"Angular, Javascript",Actualizada,"En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector.

Nos encontramos en la búsqueda de un/una Desarrollador/a ...AngularJavascript"
Delineante Mecánico,TECNOINCAR TOLEDO S.L,https://www.tecnoempleo.com/delineante-mecanico-tecnoincar-toledo/autocad-solidedge/rf-a59313a882e6737dbe4e,12/05/2025,Actualizada,Toledo,"Autocad, SolidEdge",Actualizada,"Descripción del Puesto:
Elaboración de planos mecánicos para maquinaria industrial (AutoCAD, Solid-edge o similar).
Desarrollo de despieces, planos de fabricación y ...AutocadSolidEdge"
Técnico/a microinformático/a,PSS,https://www.tecnoempleo.com/tecnico-microinformatico-a-pss/soporte-microinformatica/rf-1aaf1423523643bb1d42,12/05/2025,Actualizada,Sevilla,"soporte, microinformatica",Actualizada,"¿Te gustaría formar parte de una compañía del sector IT? Si estás buscando un proyecto estable y quieres evolucionar en tu carrera profesional junto al mejor talento, en ...soportemicroinformatica"
Java Developer. Inglés C1,Second Window,https://www.tecnoempleo.com/java-developer-ingles-c1-second-window/java-aws-angular-react-git-api-jenk/rf-de0e14361206338f8342,12/05/2025,Actualizada,100% remoto,"java, aws, angular",Actualizada,"Te ofrecemos crecer con nosotros en nuestra unidad tecnológica como Desarrollador/a Java en un puesto muy estable y a largo plazo, y en modalidad remota 100%

¿Qué ...javaawsangular"
Desarrollador Front End Full Time,RemoteandTalent,https://www.tecnoempleo.com/desarrollador-front-end-full-time-remoteandtalent/javascript-react-git-htm/rf-be34106df25d73dea544,12/05/2025,Actualizada,100% remoto,"javascript, react, git",Actualizada,¿Te apasiona transformar ideas en experiencias digitales sorprendentes? 🌟 Estamos buscando a un Desarrollador Front-End freelance que sea creativo y talentoso para formar ...javascriptreactgit
Analista Programador Full Stack,TRS Staffing Solutions,https://www.tecnoempleo.com/analista-programador-full-stack-trs-staffing-solut/net-angular-agile-lean-/rf-a0b51c5472c5f3f62d47,12/05/2025,Actualizada,Madrid,".net, angular, agile",Actualizada,"En T.R.S. Staffing Solutions seleccionamos a un/a Analista Programador/a Full Stack para trabajar con uno de nuestros clientes del sector IT.

-- Buscamos una persona con 3 a....netangularagile"
PO Analista Negocio aerolíneas,PANEL Sistemas Informáticos,https://www.tecnoempleo.com/po-analista-negocio-aerolineas-panel-sistemas-info/word-excel/rf-4eaa1818a2c943934143,12/05/2025,Actualizada,Madrid,"WORD, EXCEL",Actualizada,"¿Quieres formar parte del #TeamPanel? 

Buscamos Product Owner con al menos 3 años de experiencia muy cercano a posiciones de Negocio, para mejorar los procesos de Negocio ...WORDEXCEL"
Desarrollador Senior Full Stack,RKL Integral,https://www.tecnoempleo.com/desarrollador-senior-full-stack-rkl-integral/javascript-angular-php-larave/rf-7bc31bb7924ae3dcbe4f,12/05/2025,Actualizada,Bizkaia,"javascript, angular, php",Actualizada,"Buscamos un Programador Full Stack con experiencia mínima de 5 años, para participar en las siguientes tareas y responsabilidades:
•	Liderar el equipo de desarrollo de ...javascriptangularphp"
Técnico/a de Campo,Zaidan IT Consulting,https://www.tecnoempleo.com/tecnico-campo-zaidan-it-consulting/microinformatica/rf-cf64105b72d553027049,12/05/2025,Actualizada,Bizkaia,microinformatica,Actualizada,"En representación de importante cliente ubicado en Bilbao, Vizcaya, Zaidan IT Solutions, empresa líder en el sector de consultoría en tecnologías de la información, y por...microinformatica"
Desarrollador/a Java + Angular (middle),ECNA,https://www.tecnoempleo.com/desarrollador-java-angular-middle-ecna/java-springboot-angular/rf-059c1982c271c3addf49,12/05/2025,Actualizada,Bizkaia,"Java, Springboot, Angular",Actualizada,"EL PROYECTO
Te incorporarás como parte de un equipo de Desarrolladores/as que nos encontramos trabajando, en formato híbrido desde nuestra oficina de Bilbao, en proyectos de...JavaSpringbootAngular"
Analista Programador/a PowerBuilder,PSS,https://www.tecnoempleo.com/analista-programador-powerbuilder-pss/powerbuilder-sql-oracle-git-api-net-/rf-fc421f31c2b0f3d76443,12/05/2025,Actualizada,Madrid,"PowerBuilder, sql, oracle",Actualizada,"¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu ...PowerBuildersqloracle"
Consultor/a PMO IT,PSS,https://www.tecnoempleo.com/consultor-pmo-it-pss/pmo/rf-f17c1337e231a3d34344,12/05/2025,Actualizada,Barcelona,PMO,Actualizada,"¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu ...PMO"
Técnico/a redes 24/7,The Adecco Group,https://www.tecnoempleo.com/tecnico-redes-24-7-the-adecco-group/cisco-fortinet-ccna/rf-a2c619b082df43ef304d,12/05/2025,Actualizada,Madrid,"cisco, fortinet, CCNA",Actualizada,"En Adecco estamos colaborando con Fibratel, líder en soluciones tecnológicas, para incorporar un Analista de Monitorización l en su equipo. Si buscas un entorno dinámico, ...ciscofortinetCCNA"
Administrador/a Sistemas Exchange,PSS,https://www.tecnoempleo.com/administrador-sistemas-exchange-pss/exchange-windows-server-o365/rf-17c710893221f3357b45,12/05/2025,Actualizada,Madrid,"exchange, Windows Server, O365",Actualizada,"¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu ...exchangeWindows ServerO365"
Project Manager IT- Sec. Salud (Catalan),PSS,https://www.tecnoempleo.com/project-manager-it-sec-salud-catalan-pss/sap/rf-de611a3f4217c314d549,12/05/2025,Actualizada,100% remoto,sap,Actualizada,¿Te apetece formar parte de una compañía del sector IT? Si buscas un proyecto estable y quieres seguir evolucionando en tu carrera profesional acompañado del mejor talento...sap
PL/SQL Developer,Axiom Software Solutions,https://www.tecnoempleo.com/pl-sql-developer-axiom-software-solutions/pl-sql-java-sql-javascript-angul/rf-b27f1b96f221a36ee24a,12/05/2025,Actualizada,Málaga,"PL/SQL, java, sql",Actualizada,"Position: PL/SQL Developer
Location: Malaga, Spain (Hybrid 4 days onsite a week)
Duration: Long Term B2B Contract


Job Description:
+ 2 years experience as PL_SQL Developer...PL/SQLjavasql"
Desarrollador/a Oracle o SQL Server,Digital Talent Agency,https://www.tecnoempleo.com/desarrollador-oracle-o-sql-server-digital-talent-a/oracle-sql/rf-7a701937627e333bd246,12/05/2025,Actualizada,Barcelona,"Oracle, SQL",Actualizada,"🚀 Desarrollador/a Oracle o SQL


¿Te apasiona el desarrollo backend centrado en bases de datos? ¿Eres experto/a en Oracle o SQL Server y te gusta escribir SQL de alto ...OracleSQL"
Administrador/a Sistemas UNIX LINUX,Grupo Digital,https://www.tecnoempleo.com/administrador-sistemas-unix-linux-grupo-digital/unix-linux-cisco/rf-a1951842d239c31ada49,12/05/2025,Actualizada,Barcelona,"unix, linux, cisco",Actualizada,"En Grupo Digital queremos incorporar un/a Administrador de Sistemas UNIX/LINUX para uno de nuestros grandes clientes.

Ubicación: Gavá, Barcelona.

Modalidad: Presencial.

...unixlinuxcisco"
Administrador/a Sistemas Openshift,PSS,https://www.tecnoempleo.com/administrador-sistemas-openshift-pss/openshift/rf-695f1a6a92e953355b42,12/05/2025,Actualizada,Barcelona,openshift,Actualizada,"¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu ...openshift"
Data Engineer,Second Window,https://www.tecnoempleo.com/data-engineer-second-window/hadoop-spark-hive-python-aws-emr-azure-gcp/rf-9120147ef2c6c37dfa4f,12/05/2025,Actualizada,Madrid,"Hadoop, Spark, Hive",Actualizada,"Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como Big Data Developer en un proyecto estable, a largo plazo y en modalidad remota.


¿Qué ...HadoopSparkHive"
Ingeniero de Sistemas UNIX/LINUX-Devops,Arelance,https://www.tecnoempleo.com/ingeniero-sistemas-unix-linux-devops-arelance/unix-linux-jboss-gitlab-pupp/rf-7ab814048274238c7148,12/05/2025,Actualizada,Madrid,"UNIX, Linux, Jboss",Actualizada,"En Arelance, sabemos que las personas son el activo más importante dentro de una empresa. Por ello, invertimos tiempo y dedicación para encontrar los mejores profesionales ...UNIXLinuxJboss"
Python Developer,Axiom Software Solutions,https://www.tecnoempleo.com/python-developer-axiom-software-solutions/python-sql-aws-spark-pyspark/rf-28061ac4226483e1d44a,12/05/2025,Actualizada,Madrid,"python, sql, aws",Actualizada,"Position: Python Developer
Location: Boadilla, Spain (Hybrid 2 days onsite a week)
Duration: Long Term B2B Contract


Job Description:
Technical Skills
Advanced:
- Pyspark
- ...pythonsqlaws"
Analista Full Stack Senior,TRS Staffing Solutions,https://www.tecnoempleo.com/analista-full-stack-senior-trs-staffing-solutions/net-angular-agile-micros/rf-401b186852dfb3d9604d,12/05/2025,Actualizada,Madrid,".net, angular, agile",Actualizada,"En T.R.S. Staffing Solutions seleccionamos a un/a Analista Programador/a Full Stack para trabajar con uno de nuestros clientes del sector IT.

-- Buscamos una persona con 4 a....netangularagile"
Desarrollador/a Full Stack,Krell Consulting & Training,https://www.tecnoempleo.com/desarrollador-full-stack-alicante/react-python-material-ui/rf-bd241aa952cd733d9a4d,12/05/2025,Actualizada,Alicante,"React, python, Material UI",Actualizada,"¡Únete a nuestro equipo como Desarrollador Full Stack y sé parte de un emocionante proyecto sin fecha de finalización! 

Buscamos un profesional con al menos 1 año de ...ReactpythonMaterial UI"
Technical Support Analyst,Axiom Software Solutions,https://www.tecnoempleo.com/technical-support-analyst-axiom-software-solutions/itil-batch/rf-51a71051820dd3c8ca43,12/05/2025,Actualizada,Málaga,"itil, batch",Actualizada,"Position: Technical Support Analyst
Location: Malaga, Spain (Hybrid 4 days onsite a week)
Duration: Long Term B2B Contract


Job Description:
•	Technical Level 0 and 1 ...itilbatch"
Azure Solution Architect,Axiom Software Solutions,https://www.tecnoempleo.com/azure-solution-architect-axiom-software-solutions/azure/rf-e1361787e28b73caa94c,12/05/2025,Actualizada,London,Azure,Actualizada,"Role: Azure Solution Architect
Job Type: Contract
Day Rate: £400 per day (inside IR35) 
Duration: 3 Months + likely to be extend till March’25
Work Location: ideally ...Azure"
Agile Product Owner (APO),Axiom Software Solutions,https://www.tecnoempleo.com/agile-product-owner-apo-axiom-software-solutions/agile/rf-8a5716d0422b23b9f742,12/05/2025,Actualizada,Estocolmo,agile,Actualizada,"Job title: Agile Product Owner (APO)  
Location: Stockholm, Sweden  

Job description:  

Have previous experience of working as a product owner, project manager, project...agile"
Fullstack Engineer,Axpo Group,https://www.tecnoempleo.com/fullstack-engineer-axpo-group/java-javascript-react/rf-1f6214e5228a33f00047,12/05/2025,Actualizada,Madrid,"java, JavaScript, React",Actualizada,"Workload: 100%

Would you like to join a startup-like environment within a well-established company? At Axpo Services EMEA - CKW, supported by the leading Swiss energy ...javaJavaScriptReact"
Senior Software Engineer,Datadog,https://www.tecnoempleo.com/senior-software-engineer-datadog/python-bazel/rf-1f3f162b3218b36f154b,12/05/2025,Actualizada,Madrid,"Python, Bazel",Actualizada,"The Python Tools team enables hundreds of Datadog´s Python developers to build, test, and package secure, quality code. Our success is measured by their productivity and ...PythonBazel"
Senior Java/Kafka Developer,Talan,https://www.tecnoempleo.com/senior-java-kafka-developer-talan/java-kafka/rf-652b10fd225f8364f449,12/05/2025,Actualizada,Málaga,"java, Kafka",Actualizada,"For the 4th consecutive year, Talan Spain has been recognized as a Great Place to Work! This year, we´re also celebrating our 2nd certification in Poland, a significant ...javaKafka"
Integration Architect,Sopra Steria,https://www.tecnoempleo.com/integration-architect-sopra-steria/kafka-confluent/rf-333f1185e228e30f5e41,12/05/2025,Actualizada,Barcelona,"Kafka, Confluent",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca...KafkaConfluent"
Administrador/a BBDD SQL Server,sg tech,https://www.tecnoempleo.com/administrador-bbdd-sql-server-sg-tech/sql-server/rf-364019fc52a3a3f43a4b,12/05/2025,Actualizada,Madrid,SQL Server,Actualizada,"Descripción

Precisamos incorporar un perfil de DBA / Administrador/a de BBDD SQL Server, con un mínimo de 5 años de experiencia, para trabajar de forma híbrida en ...SQL Server"
Developer Java Spring (Ingles C1),sg tech,https://www.tecnoempleo.com/developer-java-spring-ingles-c1-sg-tech/java-spring/rf-2f1914b70276a3cb354e,12/05/2025,Actualizada,Madrid,"java, spring",Actualizada,"Developer Java con Spring Boot (Inglés C1)

Empresa: SG Tech

Ubicación: Madrid, Sevilla, Cordoba, Granada, Jaen

Tipo de contrato: Tiempo completo

Años de ...javaspring"
Genesys Cloud Developer,Krell Consulting & Training,https://www.tecnoempleo.com/genesys-cloud-developer-krell-consulting-training/genesys-java-javascript-/rf-300b1a23c23bf39c1d4d,12/05/2025,Actualizada,100% remoto,"genesys, java, javascript",Actualizada,"Nos encontramos en la búsqueda de un/a Desarrollador/a para trabajar con importante cliente en contratación inicial con KRELL.

**Tareas principales del servicio y ...genesysjavajavascript"
Data Modeler / SQL,Plexus,https://www.tecnoempleo.com/data-modeler-sql-plexus/sql-pl-sql-postgresql/rf-40eb19f432e12318e940,12/05/2025,Actualizada,Madrid,"SQL, PL/SQL, PostgreSQL",Actualizada,"Join Plexus Tech. We are looking for a Data Engineer specialized in SQL and Data Modeling:

REQUIREMENTS:
- Spanish
- English
- Jira
- Control-M
- PL/SQL
- PostgreSQL...SQLPL/SQLPostgreSQL"
Programador/a Junior con Francés,Sopra Steria,https://www.tecnoempleo.com/programador-junior-con-frances-sopra-steria/java-net/rf-6b8c1d6452f953327a44,12/05/2025,Actualizada,Sevilla,"Java, NET",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca...JavaNET"
Head of Creativity and Design,Michael Page,https://www.tecnoempleo.com/head-of-creativity-and-design-michael-page/ui-ux/rf-4471122d628a13dacf49,12/05/2025,Actualizada,Madrid,UI/UX,Actualizada,"Perfil buscado (Hombre/Mujer)

Reportando al Director de Marketing el Head of Creativity and Design deberá:

• Participar y aportar valor en las estrategias de ...UI/UX"
SAP Basis Consultant,EY,https://www.tecnoempleo.com/sap-basis-consultant-ey/sap-sap-basis-hana/rf-25d31250522e13c1e945,12/05/2025,Actualizada,Málaga,"SAP, SAP Basis, hana",Actualizada,"As a SAP Basis Managed Services Consultant, You will play a crucial role in maintaining and supporting SAP systems. Your primary focus will be on handling tickets, resolving ...SAPSAP Basishana"
Google Cloud Engineer,Devoteam,https://www.tecnoempleo.com/google-cloud-engineer-devoteam/gcp-vmware/rf-e4261d0f121ea3e3bc4e,12/05/2025,Actualizada,Madrid,"GCP, VMWare",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...GCPVMWare"
Senior Data Science Specialist,Deloitte,https://www.tecnoempleo.com/senior-data-science-specialist-deloitte/python-r/rf-ec7918c4021353335047,12/05/2025,Actualizada,Madrid,"Python, R",Actualizada,"En Deloitte, somos líderes globales en servicios profesionales, comprometidos con la excelencia y la transformación. Nuestra misión es ayudar a todos nuestros profesionales...PythonR"
Desarrollador/a Power Builder,Sopra Steria,https://www.tecnoempleo.com/desarrollador-power-builder-sopra-steria/power-builder-sql/rf-a94d1509421593ae3641,12/05/2025,Actualizada,Madrid,"Power Builder, SQL",Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...Power BuilderSQL"
Financial Analyst,Axiom Software Solutions,https://www.tecnoempleo.com/financial-analyst-axiom-software-solutions/python-r-excel-sap/rf-a0dc1e91c2adc3640f46,12/05/2025,Actualizada,London,"Python, R, Excel",Actualizada,"•	Job Role :  Financial Analyst 
•	Job Type : Permanent 
•	Location : London, UK
•	Work Mode : Hybrid (2-3 days onsite in a week)

Job Description :

Tech Stack...PythonRExcel"
Analista Programador Cobol,Sopra Steria,https://www.tecnoempleo.com/analista-programador-cobol-sopra-steria/cobol-db2-host/rf-51171a86027d83a7934f,12/05/2025,Actualizada,Madrid,"cobol, db2, host",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...coboldb2host"
Programador/a Junior con Francés,Sopra Steria,https://www.tecnoempleo.com/programador-junior-con-frances-sopra-steria/java/rf-6d7d16221232e3dd144f,12/05/2025,Actualizada,Barcelona,java,Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...java"
Equity Swaps BA,Axiom Software Solutions,https://www.tecnoempleo.com/equity-swaps-ba-axiom-software-solutions/murex-calypso/rf-789216c2928a43b7bd40,12/05/2025,Actualizada,Connaught,"Murex, Calypso",Actualizada,"We are looking for an Equity Swaps BA with the below skillsets

o In-depth knowledge of Swap products . Equities Swaps ,Portfolio Swaps, Basket Swaps and Synthetic Prime ...MurexCalypso"
Cyber Digital Security Specialist,Nestle,https://www.tecnoempleo.com/cyber-digital-security-specialist-nestle/ciberseguridad/rf-978a19f8221093e37b41,12/05/2025,Actualizada,Barcelona,Ciberseguridad,Actualizada,"We are looking for a Cyber and Digital Security Senior Specialist - Network Security to be part of our IT Security and Compliance team.

Position Snapshot
 - Location: ...Ciberseguridad"
.NET Full Stack Developer,Axiom Software Solutions,https://www.tecnoempleo.com/net-full-stack-developer-axiom-software-solutions/net-c-sql/rf-f2161d5c92ff03876a49,12/05/2025,Actualizada,Bulgaria,"net, C#, SQL",Actualizada,"Position: .Net Full Stack Developer
Location: Sofia, Bulgaria (Hybrid 3 days onsite a week)
Duration: Long Term B2B Contract

Job Description:
As a .NET Full Stack ...netC#SQL"
Data Engineer Senior,Page Personnel,https://www.tecnoempleo.com/data-engineer-senior-page-personnel/sql-data/rf-ea78185922c94321d440,12/05/2025,Actualizada,Madrid,"SQL, data",Actualizada,"Perfil buscado (Hombre/Mujer)

• Diseñar, construir y desplegar soluciones de datos eficientes y confiables.  
• Gestionar y optimizar flujos de datos, sistemas y ...SQLdata"
Junior Java Developer,Axiom Software Solutions,https://www.tecnoempleo.com/junior-java-developer-axiom-software-solutions/java-spring-python-unix/rf-ff4a1420526ef3ba6048,12/05/2025,Actualizada,Polonia,"Java, Spring, Python",Actualizada,"Job Title: Junior Software Developer

 Job Description:
We are seeking a highly skilled Software Developer with expertise in Java, Python, Unix, and database management. 
...JavaSpringPython"
Programador/a Java + Unix + Shell,sg tech,https://www.tecnoempleo.com/programador-java-unix-shell-sg-tech/java-unix-shellscript/rf-8e921188229df312284b,12/05/2025,Actualizada,Madrid,"Java, Unix, Shellscript",Actualizada,"Descripción

En Sg Tech, una empresa líder en soluciones tecnológicas para el sector bancario, estamos en búsqueda de un Developer Java bajo UNIX con al menos 3 años de...JavaUnixShellscript"
SAP Technology Manager,Nestle,https://www.tecnoempleo.com/sap-technology-manager-nestle/sap-hana/rf-f6371aae723903111c47,12/05/2025,Actualizada,Madrid,"sap, hana",Actualizada,"We are looking for a SAP Technology Manager to be part of our SAP Landscape Team in the IT Platforms Stream 

Position Snapshot 
 - Location: Barcelona 
 - Type of ...saphana"
Desarrollador Kotlin,Michael Page,https://www.tecnoempleo.com/desarrollador-kotlin-espana/kotlin-android/rf-ddfc1f4ef24f3339f744,12/05/2025,Actualizada,España,"Kotlin, Android",Actualizada,"Perfil buscado (Hombre/Mujer)

• Desarrollar y mantener aplicaciones utilizando Kotlin
• Colaborar estrechamente con el equipo de Tecnología para diseñar soluciones ...KotlinAndroid"
SAP ABAP,Michael Page,https://www.tecnoempleo.com/sap-abap-michael-page/sap-abap-hana/rf-2ea818e752e6e3e53a43,12/05/2025,Actualizada,Barcelona,"SAP, ABAP, hana",Actualizada,"Perfil buscado (Hombre/Mujer)

• Desarrollo y mantenimiento de soluciones SAP ABAP, asegurando código eficiente y escalable.
• Implementación de mejoras y ...SAPABAPhana"
Solution architect,Axiom Software Solutions,https://www.tecnoempleo.com/solution-architect-axiom-software-solutions/c-python-sql/rf-2cc61cf8025be3e36b45,12/05/2025,Actualizada,London,"C#, Python, SQL",Actualizada,"Solution Architect  
Permanent role  
Job Location: London (Hybrid)  

Languages: C#, Python, SQL  

Tech Stack: Azure, GCP, DDD, EDA, Microservices, API Integration, ...C#PythonSQL"
Security Architect,Axiom Software Solutions,https://www.tecnoempleo.com/security-architect-axiom-software-solutions/python-bash-nist-iam-siem/rf-2a5c1d484265c3d8ca4d,12/05/2025,Actualizada,London,"Python, Bash, NIST",Actualizada,"Security Architect
Permanent role 
Job Location : London ( Hybrid) 	

Languages: Python, Bash	

Tech Stack: NIST, Cyber Essentials, ISO27001, SOC 2, Azure Sentinel, IAM...PythonBashNIST"
IT Architect,Axiom Software Solutions,https://www.tecnoempleo.com/it-architect-axiom-software-solutions/aws-java-oracle/rf-f15e1cd0320493227d45,12/05/2025,Actualizada,Scotland,"AWS, java, oracle",Actualizada,"•           Evidence of strong process, technical and team leadership skills, with a passion for delivering leading edge designs and inspiring a culture of technical ...AWSjavaoracle"
BIG DATA Developer-Market Risk,Axiom Software Solutions,https://www.tecnoempleo.com/big-data-developer-market-risk-axiom-software-solu/scala-spark-hive-impala/rf-249315a942c033ddfb47,12/05/2025,Actualizada,Polonia,"SCALA, Spark, Hive",Actualizada,"The developer will be on a technical Team to implement all the requirements provided by the functional team. 
 
Additionally, you will help with the set-up of a new team ...SCALASparkHive"
Consultor SAP PP Senior,Michael Page,https://www.tecnoempleo.com/consultor-sap-pp-senior-michael-page/sap-hana/rf-219619592271d36ded4c,12/05/2025,Actualizada,Madrid,"SAP, HANA",Actualizada,"Perfil buscado (Hombre/Mujer)

• Implementación de rollouts de SAP PP.
• Colaborar estrechamente con otros departamentos para entender sus necesidades tecnológicas.
• ...SAPHANA"
Scrum Master,Sopra Steria,https://www.tecnoempleo.com/scrum-master-sopra-steria/scrum-agile/rf-f0b31f14b28933e51447,12/05/2025,Actualizada,Madrid,"Scrum, agile",Actualizada,"¿Qué reto proponemos?

Buscamos incorporar a un importante cliente del sector asegurador un perfil Scrum Master.

El proyecto se desarrolla en Madrid en Modalidad ...Scrumagile"
Technical Project Manager,Axiom Software Solutions,https://www.tecnoempleo.com/technical-project-manager-axiom-software-solutions/agile-scrum-kanban/rf-57f6162972c623dacc41,12/05/2025,Actualizada,Scotland,"agile, Scrum, Kanban",Actualizada,"• Job Role: Project Manager  
• Job Type: Permanent/Full Time  
• Location: London, UK  
• Work Mode: Onsite (4 days a week at client´s office)  

Roles ...agileScrumKanban"
Product Manager,Page Personnel,https://www.tecnoempleo.com/product-manager-page-personnel/ux-product-manager/rf-54d719c7826243df5340,12/05/2025,Actualizada,Madrid,"UX, Product Manager",Actualizada,"Perfil buscado (Hombre/Mujer)

Reportando al board el product manager deberá:

• Liderar el desarrollo de productos innovadores en el sector fintech.
• Participar en...UXProduct Manager"
Back end,HAYS,https://www.tecnoempleo.com/back-end-hays/php-laravel-node/rf-6e6c1f75f2923312d645,12/05/2025,Actualizada,Sevilla,"PHP, laravel, node",Actualizada,¡Únete a nuestro equipo como Programador Backend con Conocimientos en Node.js y PHP y forma parte de una marca que valora a las personas como su mayor recurso! Queremos que ...PHPlaravelnode
Software Development Engineer,Amazon,https://www.tecnoempleo.com/software-development-engineer-amazon/java-c-c/rf-e9731205821293af534f,12/05/2025,Actualizada,Madrid,"java, C++, C#",Actualizada,"Ring is looking for a Software Development Engineer who will help us create the next generation of apps, and services. In this role, you will work as a part of the Ring ...javaC++C#"
Desarrollador .net,Randstad ES,https://www.tecnoempleo.com/desarrollador-net-randstad-es/net-azure-asp-net-oracle/rf-5506165b322323c92841,12/05/2025,Actualizada,Barcelona,"net, azure, asp net",Actualizada,"¿Te gustaría crecer profesionalmente como programador/a?
 Si te apasiona la programación y buscas un entorno donde desarrollar tus habilidades, este es tu proyecto.
 
...netazureasp net"
Técnico/a OT,HAYS,https://www.tecnoempleo.com/tecnico-ot-hays/python-postgresql-c-scada-solidworks/rf-75ca1f01d2ca437bb84a,12/05/2025,Actualizada,Álava,"Python, PostgreSQL, C++",Actualizada,"Desde HAYS, estamos colaborando con una empresa del sector packaging ubicada en Álava y que se encuentra en búsqueda de un Responsable Operativo de Mantenimiento de Software...PythonPostgreSQLC++"
Experto en SAP y gestión de datos,Michael Page,https://www.tecnoempleo.com/experto-en-sap-gestion-datos-michael-page/sap/rf-e58319cea24a53a61340,12/05/2025,Actualizada,Madrid,SAP,Actualizada,"Perfil buscado (Hombre/Mujer)

• Implementar y mantener sistemas SAP.
• Gestionar datos maestros y garantizar su precisión y coherencia.
• Colaborar con otros ...SAP"
